affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
earth	Swampheart	**	Guardian	Spirit	125	153	765	Guardian Armor II: 120% HP for all Guardian Heroes	Armor	Dispel Weaken					Brambles: Attack all enemies for 180% of HP		Ancient Swampheart ***
earth	Ancient Swampheart	***	Guardian	Spirit	204	257	1282	Guardian Armor III: 140% HP for all Guardian Heroes	Armor	Dispel Weaken					Thorns: Attack all enemies for 240% of HP	Swampheart **	
earth	Earthbound Protector	****	Defender	Giant	599	199	2458	Giant Armor IV: 160% HP for all Giant Heroes	Weaken	Dispel Poison					Rock Armor: Attack an enemy for 220% of HP and Defend 30% of all damage for 2 turns		Earthbound Ancient *****
earth	Earthbound Ancient	*****	Defender	Giant	1001	334	4145	Giant Armor V: 180% HP for all Giant Heroes	Weaken	Dispel Poison					Earth Embrace: Attack an enemy for 260% of HP and Defend 30% of all damage for 2 turns	Earthbound Protector ****	
earth	Deepmoss Dryad	**	Attacker	Corrupt	574	79	401	Human Might II: 120% Damage for all Human Heroes	Poison	Dispel Zombie					Deepmoss Call: Attack all enemies for 250% of ATK and Convert 4 Fire Gems into Earth Gems		Deepmoss Songstress ***
earth	Deepmoss Songstress	***	Attacker	Corrupt	954	128	647	Human Might III: 140% Damage for all Human Heroes	Poison	Dispel Zombie					Deepmoss Song: Attack all enemies for 300% of ATK and Convert 5 Fire Gems into Earth Gems	Deepmoss Dryad **	
earth	Wren Bogs Spawnling	****	Warrior	Dragon	1240	104	2069	Warrior Might IV: 160% Damage for all Warrior Heroes	Armor	Dispel Siphon					Stunning Gaze: Attack all enemies for 400% of ATK, ignoring armor		Wren Bogs Basilisk *****
earth	Wren Bogs Basilisk	*****	Warrior	Dragon	2094	176	3490	Warrior Might V: 180% Damage for all Warrior Heroes	Armor	Dispel Siphon					Stone Gaze: Attack all enemies for 500% of ATK, ignoring armor	Wren Bogs Spawnling ****	
earth	Wren Bogs Orc	***	Attacker	Giant	1002	134	675	Earth Might III: 140% Damage for all Earth Heroes	Regen	Dispel Zombie					Gore: Attack an enemy for 350% of ATK and Convert 4 Fire Gems into Earth Gems		Wren Bogs Chieftan ****
earth	Wren Bogs Chieftan	****	Attacker	Giant	1633	219	1100	Earth Might IV: 160% Damage for all Earth Heroes	Regen	Dispel Zombie					Impale: Attack an enemy for 400% of ATK and Convert 5 Fire Gems into Earth Gems	Wren Bogs Orc ***	
earth	Ilodran Archer	*	Attacker	Human	346	46	232	Earth Armor I: 110% HP for all Earth Heroes	Weaken	Unknown					Snipe: Attack an enemy for 350% of ATK, ignoring armor		Ilodran Marksman **
earth	Ilodran Marksman	**	Attacker	Human	592	79	399	Earth Armor II: 120% HP for all Earth Heroes	Weaken	Dispel Poison					Deadeye: Attack an enemy for 350% of ATK, ignoring armor	Ilodran Archer *	Ilodran Sniper ***
earth	Ilodran Sniper	***	Attacker	Human	1004	136	681	Earth Armor III: 140% HP for all Earth Heroes	Weaken	Dispel Poison					Flurry of Arrows: Attack an enemy for 350% of ATK, ignoring armor	Ilodran Marksman **	Ilodran Deadeye ****
earth	Ilodran Deadeye	****	Attacker	Human	1637	221	1104	Earth Armor IV: 160% HP for all Earth Heroes	Weaken	Dispel Poison					Storm of Arrows: Attack an enemy for 450% of ATK, ignoring armor	Ilodran Sniper ***	
earth	Stonesister	**	Balanced	Dwarf	346	115	576	Attacker Might II: 120% Damage for all Attacker Heroes	Dodge	Dispel Siphon					Stonefist Jab: Attack an enemy for 300% of ATK and Upgrade 1 Earth Gem		Stonesister Elite ***
earth	Stonesister Elite	***	Balanced	Dwarf	576	192	960	Attacker Might III: 140% Damage for all Attacker Heroes	Dodge	Dispel Siphon					Stonefist Strike: Attack an enemy for 350% of ATK and Upgrade 1 Earth Gem	Stonesister **	
earth	Yoran Pests	**	Warrior	Spirit	463	43	771	Warrior Armor II: 120% HP for all Warrior Heroes	Might	Dispel Dodge					Drain Blood: Attack an enemy for 260% of HP and Slow for 2 turns		Yoran Swarmers ***
earth	Yoran Swarmers	***	Warrior	Spirit	762	65	1270	Warrior Armor III: 140% HP for all Warrior Heroes	Might	Dispel Dodge					Drain Soul: Attack an enemy for 260% of HP and Slow for 2 turns	Yoran Pests **	
earth	Yoran Hydraling	***	Warrior	Dragon	728	63	1212	Earth Armor III: 140% HP for all Earth Heroes	Poison	Dispel Drain					Acid Sting: Attack all enemies for 220% of HP		Yoran Hydra ****
earth	Yoran Hydra	****	Warrior	Dragon	1170	98	1949	Earth Armor IV: 160% HP for all Earth Heroes	Poison	Dispel Drain					Acid Breath: Attack all enemies for 240% of HP for 2 turns	Yoran Hydraling ***	Quetzl *****
earth	Quetzl	*****	Warrior	Dragon	1986	166	3310	Earth Armor V: 180% HP for all Earth Heroes	Poison	Dispel Drain					Venomous Bite: Attack all enemies for 260% of HP for 3 turns	Yoran Hydra ****	Quetzl the Vicious ******
earth	Quetzl the Vicious	******	Warrior	Dragon	2906	247	4842	Earth Armor VI: 200% HP for all Earth Heroes	Poison	Dispel Drain					Corrosive Spray: Attack all enemies for 260% of HP for 5 turns	Quetzl *****	
earth	Yoran Shaman	***	Mage	Human	730	243	322	Mage Might III: 140% Damage for all Mage Heroes	Zombie	Dispel Blind		2x			Rain Dance: Attack all enemies for 300% of ATK and Upgrade 1 Earth Gem		Yoran Shaman Elder ****
earth	Yoran Shaman Elder	****	Mage	Human	1172	391	494	Mage Might IV: 160% Damage for all Mage Heroes	Zombie	Dispel Blind		3x			Rain Dance: Attack all enemies for 400% of ATK and Upgrade 1 Earth Gem	Yoran Shaman ***	
earth	Deepmoss Jaguar	****	Guardian	Creature	308	411	2053	Guardian Blessing IV: 160% REC for all Guardian Heroes	Poison	Dispel Weaken					Hide in Shadows: Heal for 400% of REC and Team is immune to damage this turn		
earth	Psadrian Healer	****	Healer	Creature	621	514	1036	Earth Blessing IV: 160% REC for all Earth Heroes	Siphon	Unknown					Psadrian Chant: Attack an enemy for 800% of REC and Heal for 200% of REC		
earth	Battle Wolf Odin	*****	Attacker	God	2767	372	1858	Earth Might V: 180% Damage for all Earth Heroes	Judgement	Dispel Zombie					Gungnir's Thirst: Attack all Water enemies for 500% of ATK and Attack an enemy for 500% of ATK		All-Father Odin ******
earth	All-Father Odin	******	Attacker	God	4022	538	2693	Earth Might VI: 200% Damage for all Earth Heroes	Judgement	Dispel Zombie					Ragnarok: Attack all Water enemies for 600% of ATK and Attack an enemy for 600% of ATK	Battle Wolf Odin *****	
earth	Minera, the Touched	****	Attacker	Demigod	1547	207	1038	Human Might IV: 160% Damage for all Human Heroes	Dodge	Dispel Siphon		2x			Roots of Deepmoss: Attack an enemy for 650% of ATK		Minera, the Chosen *****
earth	Minera, the Chosen	*****	Attacker	Demigod	2623	352	1760	Human Might V: 180% Damage for all Human Heroes	Dodge	Dispel Siphon		3x			Gaze of the Prophet: Attack an enemy for 850% of ATK	Minera, the Touched ****	Prophet Minera ******
earth	Prophet Minera	******	Attacker	Demigod	3822	512	2561	Human Might VI: 200% Damage for all Human Heroes	Dodge	Dispel Siphon		4x			Roots of Deepmoss: Attack an enemy for 650% of ATK	Minera, the Chosen *****	
earth	Wren Bogs Trog	****	Guardian	Giant	338	437	2178	Giant Armor IV: 160% HP for all Giant Heroes	Armor	Dispel Vessel					Tree Trunk Slam: Attack an enemy for 220% of HP and Defend 40% of all damage for 2 turns		Wren Bogs Troll *****
earth	Wren Bogs Troll	*****	Guardian	Giant	560	736	3688	Giant Armor V: 180% HP for all Giant Heroes	Armor	Dispel Vessel					Massive Bolder: Attack an enemy for 280% of HP and Defend 40% of all damage for 2 turns	Wren Bogs Trog ****	King Treehorn ******
earth	King Treehorn	******	Guardian	Giant	804	1069	5348	Giant Armor VI: 200% HP for all Giant Heroes	Armor	Dispel Vessel					Horntree: Attack an enemy for 340% of HP and Defend 40% of all damage for 2 turns	Wren Bogs Troll *****	
earth	Dawnroot Acolyte	****	Mage	Human	1236	411	522	Mage Might IV: 160% Damage for all Mage Heroes	Siphon	Dispel Armor					Dagda's Hand: Attack all enemies for 300% of ATK and Convert 4 Fire Gems into Earth Gems		Dawnroot Wanderer *****
earth	Dawnroot Wanderer	*****	Mage	Human	2092	696	875	Mage Might V: 180% Damage for all Mage Heroes	Siphon	Dispel Armor					Dawnroot: Attack all enemies for 400% of ATK and Convert 5 Fire Gems into Earth Gems	Dawnroot Acolyte ****	The Dagda ******
earth	The Dagda	******	Mage	Human	3058	1019	1286	Mage Might VI: 200% Damage for all Mage Heroes	Siphon	Dispel Armor					High King: Attack all enemies for 400% of ATK and Convert 6 Fire Gems into Earth Gems	Dawnroot Wanderer *****	
earth	Disgust Spirit	****	Balanced	Spirit	930	310	1551	Spirit Might IV: 160% Damage for all Spirit Heroes	Drain	Dispel Dodge					Acidic Puss: Attack all enemies for 300% of ATK for 2 turns and Slow all enemies for 2 turns		Disgust Ifrit *****
earth	Disgust Ifrit	*****	Balanced	Spirit	1574	524	2621	Spirit Might V: 180% Damage for all Spirit Heroes	Drain	Dispel Dodge					Rotting Flesh: Attack all enemies for 350% of ATK for 2 turns and Slow all enemies for 2 turns	Disgust Spirit ****	Avatar of Disgust ******
earth	Avatar of Disgust	******	Balanced	Spirit	2298	766	3828	Spirit Might VI: 200% Damage for all Spirit Heroes	Drain	Dispel Dodge					Toxic Spew: Attack all enemies for 450% of ATK for 2 turns and Slow all enemies for 2 turns	Disgust Ifrit *****	
earth	Happy Atcha	****	Healer	Human	689	570	1148	Earth Blessing IV: 160% REC for all Earth Heroes	Absorb	Cleanse I					Healthy Cheer: Attack all enemies for 800% of REC and Convert 3 Earth Gems into Health Gems		Atcha, The Content *****
earth	Atcha, The Content	*****	Healer	Human	1171	969	1954	Earth Blessing V: 180% REC for all Earth Heroes	Absorb	Cleanse II					Contented Sigh: Attack all enemies for 1000% of REC and Convert 3 Earth Gems into Health Gems	Happy Atcha ****	Atcha, The Joyous ******
earth	Atcha, The Joyous	******	Healer	Human	1702	1410	2835	Earth Blessing VI: 200% REC for all Earth Heroes	Absorb	Cleanse III					Joyous Burst: Attack all enemies for 1200% of REC and Convert 3 Earth Gems into Health Gems	Atcha, The Content *****	
earth	Dogen, The Mercenary	**	Balanced	Legend	526	175	878	Earth Power II: 120% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	2x	2x	2x		Maul: Attack all enemies for 200% of ATK		Dogen, The Devoted ***
earth	Dogen, The Devoted	***	Balanced	Legend	872	290	1454	Earth Power III: 140% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	2x	2x	2x		Twirling Hammers: Attack all enemies for 300% of ATK	Dogen, The Mercenary **	Dogen, The Hammer ****
earth	Dogen, The Hammer	****	Balanced	Legend	1420	472	2367	Earth Power IV: 160% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	2x	2x	2x		Furor: Attack all enemies for 400% of ATK	Dogen, The Devoted ***	Dogen, The Spurned *****
earth	Dogen, The Spurned	*****	Balanced	Legend	2404	800	4005	Earth Power V: 180% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	3x	3x	3x		Animal Rage: Attack all enemies for 500% of ATK	Dogen, The Hammer ****	Dogen, Unleashed ******
earth	Dogen, Unleashed	******	Balanced	Legend	3500	1166	5834	Earth Power VI: 200% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	4x	4x	4x		Beastly Fury: Attack all enemies for 600% of ATK	Dogen, The Spurned *****	Dogen, Ascended ******
earth	Dogen, Ascended	******	Balanced	Legend	4274	1424	7124	Earth Power VI: 200% Damage and HP for all Earth Heroes	Dogen's Ferocity	Absolve	4x	4x	4x		Eternity Axe: Attack all enemies for 1000% of ATK. Increase self ATK by 50% for 2 turns.	Dogen, Unleashed ******	
earth	R'lyeh, Brood Lord	****	Balanced	Corrupt	986	328	1642	Corrupt Blessing IV: 260% REC for all Corrupt Heroes	Zombie	Dispel Might				yes	Soul Madness: Reduce all enemy DEF by 40% for 2 turns and Attack all enemies for 1100% of REC		R'lyeh, The Beholder *****
earth	R'lyeh, The Beholder	*****	Balanced	Corrupt	1668	556	2781	Corrupt Blessing V: 280% REC for all Corrupt Heroes	Zombie	Dispel Might				yes	Soul Corruption: Reduce all enemy DEF by 40% for 2 turns and Attack all enemies for 1400% of REC	R'lyeh, Brood Lord ****	R'lyeh, Puppet Master ******
earth	R'lyeh, Puppet Master	******	Balanced	Corrupt	2408	802	4014	Corrupt Blessing VI: 300% REC for all Corrupt Heroes	Zombie	Dispel Might				yes	Puppet Master: Reduce all enemy DEF by 40% for 2 turns and Attack all enemies for 1600% of REC	R'lyeh, The Beholder *****	
earth	Tyrfing, Cursed Blade	****	Attacker	Spirit	1715	231	1156	Spirit Armor IV: 160% HP for all Spirit Heroes	Vessel	Dispel Weaken					Cursed Blade: Attack an enemy for 500% of ATK, Attack self for 500% of REC. Can kill the player.		Tyrfing Of Soil & Flame *****
earth	Tyrfing Of Soil & Flame	*****	Attacker	Spirit	2905	390	1954	Spirit Armor V: 180% HP for all Spirit Heroes	Vessel	Dispel Weaken					Soil and Flame: Attack an enemy for 650% of ATK, Attack self for 500% of REC. Can kill the player.	Tyrfing, Cursed Blade ****	Tyrfing, God Eater ******
earth	Tyrfing, God Eater	******	Attacker	Spirit	4218	562	2815	Spirit Armor VI: 200% HP for all Spirit Heroes	Vessel	Dispel Weaken					God Eater: Attack an enemy for 750% of ATK, Attack self for 500% of REC. Can kill the player.	Tyrfing Of Soil & Flame *****	
earth	Emerald Giant	****	Warrior	Giant	1298	108	2165	Giant Might IV: 160% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Emerald Fist: Attack all enemies for 280% of HP, ignoring armor		Emerald Titan *****
earth	Emerald Titan	*****	Warrior	Giant	2214	188	3692	Giant Might V: 180% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Emerald Crush: Attack all enemies for 360% of HP, ignoring armor	Emerald Giant ****	Emetria, Divine Titan ******
earth	Emetria, Divine Titan	******	Warrior	Giant	3224	273	5372	Giant Might VI: 200% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Cosmic Protector: Attack all enemies for 440% of HP, ignoring armor	Emerald Titan *****	
earth	Rhinarc	****	Warrior	Creature	1244	106	2075	Creature Might IV: 160% Damage for all Creature Heroes	Weaken	Dispel Blind				yes	Charge: Attack an enemy for 260% of HP for 2 turns		Rhinarc Alpha *****
earth	Rhinarc Alpha	*****	Warrior	Creature	2102	175	3504	Creature Might V: 180% Damage for all Creature Heroes	Weaken	Dispel Blind				yes	Stampede: Attack an enemy for 320% of HP for 2 turns	Rhinarc ****	Rhohores, Poison Hoof ******
earth	Rhohores, Poison Hoof	******	Warrior	Creature	3058	257	5098	Creature Might VI: 200% Damage for all Creature Heroes	Weaken	Dispel Blind				yes	Poison Hoof: Attack an enemy for 380% of HP for 2 turns	Rhinarc Alpha *****	
earth	Gourdicous, The Sproutling	****	Balanced	Creature	1028	342	1711	Creature Armor IV: 160% HP for all Creature Heroes	Siphon	Dispel Drain	2x				Hunger's Bite: Attack an enemy for 300% of ATK for 2 turns		Gourdicous, The Hungry *****
earth	Gourdicous, The Hungry	*****	Balanced	Creature	1752	584	2918	Creature Armor V: 180% HP for all Creature Heroes	Siphon	Dispel Drain	3x				Hunger For Vengeance: Attack an enemy for 400% of ATK for 2 turns	Gourdicous, The Sproutling ****	Gourdicous, Revenge Demon ******
earth	Gourdicous, Revenge Demon	******	Balanced	Creature	2542	848	4236	Creature Armor VI: 200% HP for all Creature Heroes	Siphon	Dispel Drain	4x				Revenge Feast: Attack an enemy for 450% of ATK for 2 turns	Gourdicous, The Hungry *****	
earth	Mordred, Bastard Son	****	Defender	Fable	687	229	2850	Earth Armor IV: 160% HP for all Earth Heroes	Weaken	Dispel Traitor		2x	2x	yes	Bastard's Revenge: Attack all enemies for 180% of HP and Defend 35% of all damage for 2 Turns		Mordred, The Mutinous *****
earth	Mordred, The Mutinous	*****	Defender	Fable	1161	386	4825	Earth Armor V: 180% HP for all Earth Heroes	Weaken	Dispel Traitor		3x	3x	yes	Bastard's Resolve: Attack all enemies for 240% of HP and Defend 35% of all damage for 2 Turns	Mordred, Bastard Son ****	Mordred, Traitor King ******
earth	Mordred, Traitor King	******	Defender	Fable	1696	564	7039	Earth Armor VI: 200% HP for all Earth Heroes	Weaken	Dispel Traitor		4x	4x	yes	Traitor King: Attack all enemies for 280% of HP and Defend 35% of all damage for 2 Turns	Mordred, The Mutinous *****	
earth	Gwyn, Outcast Rogue	****	Warrior	Human	1374	116	2291	Earth Might IV: 160% Damage for all Earth Heroes	Poison	Dispel Vessel		2x			Light Path: Attack an enemy for 500% of ATK, ignoring armor		Gwyn, The Rebellious *****
earth	Gwyn, The Rebellious	*****	Warrior	Human	2320	196	3868	Earth Might V: 180% Damage for all Earth Heroes	Poison	Dispel Vessel		3x			Energy Saber: Attack an enemy for 650% of ATK, ignoring armor	Gwyn, Outcast Rogue ****	Gwyn, Rogue Queen ******
earth	Gwyn, Rogue Queen	******	Warrior	Human	3382	285	5634	Earth Might VI: 200% Damage for all Earth Heroes	Poison	Dispel Vessel		4x			Strike First: Attack an enemy for 750% of ATK, ignoring armor	Gwyn, The Rebellious *****	
earth	Aggravated Spirit	****	Balanced	Spirit	1082	360	1805	Earth Armor IV: 160% HP for all Earth Heroes	Drain	Dispel Thorns				yes	Spirit of Envy: Attack all enemies for 250% of ATK and 140% of HP for 2 turns		Disgruntled Spirit *****
earth	Disgruntled Spirit	*****	Balanced	Spirit	1826	608	3043	Earth Armor V: 180% HP for all Earth Heroes	Drain	Dispel Thorns				yes	Spirit of Anger: Attack all enemies for 300% of ATK and 180% of HP for 2 turns	Aggravated Spirit ****	Spirit of Krismas Past ******
earth	Spirit of Krismas Past	******	Balanced	Spirit	2658	886	4430	Earth Armor VI: 200% HP for all Earth Heroes	Drain	Dispel Thorns				yes	Jealous Rage: Attack all enemies for 350% of ATK and 220% of HP for 2 turns	Disgruntled Spirit *****	
earth	Minera, The World Tree	***	Attacker	Demigod	1144	152	765	Fables Inspiration I: 175% Damage for all Fable Heroes	Dodge	Dispel Siphon					Cosmic Roots: Attack an enemy for 500% of ATK.		Minera, The World Tree ****
earth	Minera, The World Tree	****	Attacker	Demigod	1869	249	1250	Fables Inspiration II: 200% Damage for all Fable Heroes	Dodge	Dispel Siphon					Cosmic Roots: Attack an enemy for 650% of ATK.	Minera, The World Tree ***	Minera, The World Tree *****
earth	Minera, The World Tree	*****	Attacker	Demigod	3169	422	2116	Fables Inspiration III: 225% Damage for all Fable Heroes	Dodge	Dispel Siphon					Cosmic Roots: Attack an enemy for 850% of ATK.	Minera, The World Tree ****	Minera, The World Tree ******
earth	Minera, The World Tree	******	Attacker	Demigod	4616	616	3081	Fables Inspiration IV: 300% Damage for all Fable Heroes	Dodge	Dispel Siphon					Cosmic Roots: Attack an enemy for 1000% of ATK.	Minera, The World Tree *****	
earth	Djema, Bringer Of Seed	****	Mage	God	1304	435	550	Dragon Might IV: 160% Damage for all Dragon Heroes	Blind	Dispel Armor	2x				Sprouting Vines: Reduce all enemy ATK by 30% for 2 turns and Attack an enemy for 550% of ATK		Djema, The Perceptive *****
earth	Djema, The Perceptive	*****	Mage	God	2208	736	927	Dragon Might V: 180% Damage for all Dragon Heroes	Blind	Dispel Armor	3x				Renewed Vigor: Reduce all enemy ATK by 35% for 2 turns and Attack an enemy for 650% of ATK	Djema, Bringer Of Seed ****	Empyrean Djema ******
earth	Empyrean Djema	******	Mage	God	3222	1073	1360	Dragon Might VI: 200% Damage for all Dragon Heroes	Blind	Dispel Armor	4x				Empyrean Roar: Reduce all enemy ATK by 40% for 2 turns and Attack an enemy for 750% of ATK	Djema, The Perceptive *****	
earth	Wu Kong, Stone Born	****	Balanced	God	1072	356	1787	God Might IV: 160% Damage for all God Heroes	Absorb	Dispel Weaken	2x	2x			Multi-Staff Strike: Matches after the first match have moderately increased time to make gem matches for 2 turns		Wu Kong, Cloud Walker *****
earth	Wu Kong, Cloud Walker	*****	Balanced	God	1828	608	3045	God Might V: 180% Damage for all God Heroes	Absorb	Dispel Weaken	3x	3x			Cloud Walker: Matches after the first match have moderately increased time to make gem matches for 2 turns	Wu Kong, Stone Born ****	Wu Kong, Monkey King ******
earth	Wu Kong, Monkey King	******	Balanced	God	2650	884	4416	God Might VI: 200% Damage for all God Heroes	Absorb	Dispel Weaken	4x	4x			King's Staff: Matches after the first match have massively increased time to make gem matches for 2 turns	Wu Kong, Cloud Walker *****	
earth	Squire Dorin	****	Balanced	Human	1082	360	1805	Human Armor IV: 160% HP for all Human Heroes	Regen	Dispel Poison		2x			Trample: Increase all heroes RCV by 25% for 2 turns		Chevalier Dorin *****
earth	Chevalier Dorin	*****	Balanced	Human	1826	608	3043	Human Armor V: 180% HP for all Human Heroes	Regen	Dispel Poison		3x			Death's Herald: Increase all heroes RCV by 50% for 2 turns	Squire Dorin ****	Sir Dorin of Brin ******
earth	Sir Dorin of Brin	******	Balanced	Human	2658	886	4430	Human Armor VI: 200% HP for all Human Heroes	Regen	Dispel Poison		4x			Shepherd Of Souls: Increase all heroes RCV by 100% for 2 turns	Chevalier Dorin *****	
earth	Large-Clawed Wolf	****	Attacker	Corrupt	1795	241	1210	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Autoheal	None				yes	What Sharp Teeth: Destroy 1/3 of all Gems on the board		Sharp-Toothed Wolf *****
earth	Sharp-Toothed Wolf	*****	Attacker	Corrupt	3035	406	2034	Corrupt Might V: 180% Damage for all Corrupt Heroes	Autoheal	None				yes	What Sharp Teeth: Destroy 1/2 of all Gems on the board	Large-Clawed Wolf ****	Big Bad Wolf ******
earth	Big Bad Wolf	******	Attacker	Corrupt	4424	592	2959	Corrupt Might VI: 200% Damage for all Corrupt Heroes	Autoheal	None				yes	What Sharp Teeth: Destroy all Gems on the board	Sharp-Toothed Wolf *****	
earth	Robin of Sherwood	***	Attacker	Fable	1098	146	737	Demigod Might IV: 160% Damage for all Demigod Heroes	Armor	Dispel Blind			2x		Commander's Arrow: Attack all enemies for 400% of ATK		Robin, Champion Archer ****
earth	Robin, Champion Archer	****	Attacker	Fable	1789	239	1196	Demigod Might IV: 160% Damage for all Demigod Heroes	Armor	Dispel Blind			2x		Commander's Arrow: Attack all enemies for 600% of ATK	Robin of Sherwood ***	Robin, King of Thieves *****
earth	Robin, King of Thieves	*****	Attacker	Fable	3031	404	2026	Demigod Might V: 180% Damage for all Demigod Heroes	Armor	Dispel Blind			3x		Commander's Arrow: Attack all enemies for 700% of ATK	Robin, Champion Archer ****	Robin Hood ******
earth	Robin Hood	******	Attacker	Fable	4428	592	2965	Demigod Might VI: 200% Damage for all Demigod Heroes	Armor	Dispel Blind			4x		Commander's Arrow: Attack all enemies for 800% of ATK	Robin, King of Thieves *****	
earth	Yasmina, Deepmoss Avenger	***	Defender	Corrupt	488	162	2005	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Panic	Dispel Might				yes	Winds of Vengeance: Increase self ATK by 50% for 1 turn. Charges extremely fast.		Yasmina, Deepmoss Avenger ****
earth	Yasmina, Deepmoss Avenger	****	Defender	Corrupt	787	261	3260	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Panic	Dispel Might				yes	Winds of Vengeance: Increase self ATK by 50% for 2 turns. Charges extremely fast.	Yasmina, Deepmoss Avenger ***	Yasmina, Deepmoss Avenger *****
earth	Yasmina, Deepmoss Avenger	*****	Defender	Corrupt	1331	444	5523	Corrupt Might V: 180% Damage for all Corrupt Heroes	Panic	Dispel Might				yes	Winds of Vengeance: Increase self ATK by 50% for 3 turns. Charges extremely fast.	Yasmina, Deepmoss Avenger ****	Yasmina, Deepmoss Avenger ******
earth	Yasmina, Deepmoss Avenger	******	Defender	Corrupt	1930	642	8031	Corrupt Might VI: 200% Damage for all Corrupt Heroes	Panic	Dispel Might				yes		Yasmina, Deepmoss Avenger *****	
earth	Kafziel, Fallen Angel	***	Attacker	Demigod	1140	152	761	Heavenly Might I: 175% Damage for all Fable Heroes	Drain	Dispel Blind	2x				Blade of Tears: Very slightly increases Light's effectiveness against Dark for 1 turn for all Heroes. Charges extremely fast. Does not stack with itself.		Kafziel, Fallen Angel ****
earth	Kafziel, Fallen Angel	****	Attacker	Demigod	1881	253	1266	Heavenly Might II: 200% Damage for all Fable Heroes	Drain	Dispel Blind	2x				Blade of Tears: Very slightly increases Light's effectiveness against Dark for 1 turn for all Heroes. Charges extremely fast. Does not stack with itself.	Kafziel, Fallen Angel ***	Kafziel, Fallen Angel *****
earth	Kafziel, Fallen Angel	*****	Attacker	Demigod	3181	426	2136	Heavenly Might III: 225% Damage for all Fable Heroes	Drain	Dispel Blind	3x				Blade of Tears: Very slightly increases Light's effectiveness against Dark for 1 turn for all Heroes. Charges extremely fast. Does not stack with itself.	Kafziel, Fallen Angel ****	Kafziel, Fallen Angel ******
earth	Kafziel, Fallen Angel	******	Attacker	Demigod	4626	618	3097	Heavenly Might IV: 300% Damage for all Fable Heroes	Drain	Dispel Blind	4x				Blade of Tears: Very slightly increases Light's effectiveness against Dark for 1 turn for all Heroes. Charges extremely fast. Does not stack with itself.	Kafziel, Fallen Angel *****	
earth	Beauty	****	Attacker	Human	1871	249	1252	Guardian Blessing IV: 260% REC for all Guardian Heroes	Drain	Dispel Traitor	2x				Lover's Heart: Tramsforms 2 Heart Gems into Earth Gems. Attack an enemy for 400% ATK.		Beauty *****
earth	Beauty	*****	Attacker	Human	3171	424	2120	Guardian Blessing V: 280% REC for all Guardian Heroes	Drain	Dispel Traitor	3x				Lover's Heart: Tramsforms 4 Heart Gems into Earth Gems. Attack an enemy for 500% ATK.	Beauty ****	Beauty ******
earth	Beauty	******	Attacker	Human	4628	620	3099	Guardian Blessing VI: 300% REC for all Guardian Heroes	Drain	Dispel Traitor	4x					Beauty *****	
earth	Lillith, Invisible Protector	***	Attacker	Demigod	1140	152	761	Terra Power I: 175% Damage for all Human Heroes	Might	Dispel Panic	2x				Ivy Bolt: Transforms 3 Gems into Hearts. Attack a water enemy for 300% ATK.		Lillith, Invisible Protector ****
earth	Lillith, Invisible Protector	****	Attacker	Demigod	1881	253	1266	Terra Power II: 200% Damage for all Human Heroes	Might	Dispel Panic	2x				Ivy Bolt: Transforms 4 Gems into Hearts. Attack a water enemy for 400% ATK.	Lillith, Invisible Protector ***	Lillith, Invisible Protector *****
earth	Lillith, Invisible Protector	*****	Attacker	Demigod	3181	426	2136	Terra Power III: 225% Damage for all Human Heroes	Might	Dispel Panic	3x				Ivy Bolt: Transforms 5 Gems into Hearts. Attack a water enemy for 500% ATK.	Lillith, Invisible Protector ****	Lillith, Invisible Protector ******
earth	Lillith, Invisible Protector	******	Attacker	Demigod	4626	618	3097	Terra Power IV: 300% Damage for all Human Heroes	Might	Dispel Panic	4x				Ivy Bolt: Transforms 6 Gems into Hearts. Attack a water enemy for 600% ATK.	Lillith, Invisible Protector *****	
earth	Athena	****	Warrior	Demigod	1562	130	2603	Earth Blessing IV: 200% REC for all Earth Heroes	Regen	Dispel Armor		2x	2x		Goddess of War: Increase the drop rate of Earth gems until your next turn.		Athena *****
earth	Athena	*****	Warrior	Demigod	2648	222	4414	Earth Blessing V: 225% REC for all Earth Heroes	Regen	Dispel Armor		3x	3x		Goddess of War: Moderately increase the drop rate of Earth gems until your next turn.	Athena ****	Athena ******
earth	Athena	******	Warrior	Demigod	3864	325	6440	Earth Blessing VI: 300% REC for all Earth Heroes	Regen	Dispel Armor		4x	4x		Goddess of War: Greatly increase the drop rate of Earth gems until your next turn.	Athena *****	
